X,Depth,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119
69.75,8.6,37.3,33.25,30.4,18.13,30.55,29.41,33.2,24.19,30.72,26.76
71.25,8.6,132.85,81.91,76.11,61.07,75.74,71.58,80.61,62.37,76.47,67.99
72.75,8.6,374,175.09,167.17,177.93,162.78,154.57,168.66,144.09,165.96,151.22
74.25,8.6,704.95,303.79,301.26,403.52,288.62,279.02,288.77,268.65,297.8,272.69
75.75,8.6,908.51,432.31,443.71,719.07,429.37,418.36,413.8,397.99,444.38,402.26
77.25,8.6,847.74,497.23,519.92,905.62,515.1,495.76,482.88,465.26,529.87,481.33
78.75,8.6,687.74,509.76,529.34,896.18,541.1,504.74,498.72,485.41,545.72,517.88
80.25,8.6,535.51,483.57,488.77,746.24,513.61,465.72,470.16,467.67,504.12,521.89
81.75,8.6,416.67,432.19,420.65,560.41,451.71,399.56,411.43,429.55,431.26,490.17
83.25,8.6,327.54,365.93,344.1,404.56,373.44,330.47,338.21,368.56,351.66,422.79
84.75,8.6,261.23,296.38,270.5,290.74,294.43,264.38,267.13,294.64,277.32,334.53
86.25,8.6,223.16,246.5,227.5,228.91,238.84,223.67,221.68,238.73,232.32,267.44
87.75,8.6,200.27,217.63,206.17,196.35,207.89,201.14,199.27,203.59,205.28,223.4
89.25,8.6,186.34,197.44,192.64,177.13,187.82,189.59,185.84,184.66,187.12,197.67
90.75,8.6,179.12,185.17,184.76,165.35,176.88,185.63,178.27,179.64,175.51,185.23
92.25,8.6,173.36,177.21,179.4,160.75,169.73,184.8,171.66,178.3,169.96,179.56
93.75,8.6,165.58,168.12,170.05,160.17,162.54,178.18,162.21,170.98,164.39,172.13
95.25,8.6,157.3,154.52,156.23,161.79,151.93,162.16,149.01,155.59,154.91,158.61
96.75,8.6,151.43,137.83,138.89,161.74,138.57,140.99,134.12,138.07,141.18,139.8
98.25,8.6,148.54,122.05,123,155.8,125.76,122.14,120.19,121.75,126.76,121.1
99.75,8.6,145.52,109.83,110.22,141.36,114.55,109.48,108.49,108.36,114.48,106.9
101.25,8.6,134.62,99.54,98.34,116.69,103.47,99.89,97.29,96.92,102.08,96.97
102.75,8.6,108.34,84.06,81.27,84.3,85.67,85.34,80.88,80.86,83.58,83.82
104.25,8.6,70.52,58.53,56.13,51.73,58.27,60.83,56.17,56.39,57,61.25
105.75,8.6,36.42,32.01,31.39,27.66,31.58,34.4,31.37,31.83,31.42,35.55
107.25,8.6,17.82,16.87,17.59,16.05,16.95,18.69,17.27,17.94,17.26,19.46
108.75,8.6,12.51,13.95,15.76,15.16,14.48,15.67,15.04,16.06,15.04,15.9
110.25,8.6,17.75,24.39,28.48,27.9,25.71,27.27,26.99,29.22,26.91,26.52
111.75,8.6,42.66,62.91,70.64,70,65.45,67.97,68.77,74.45,68.11,65.11
113.25,8.6,111.16,139.37,140.34,146.25,139.46,139.53,144.53,156.43,142.97,140.12
114.75,8.6,237.18,222.13,196.77,214.67,212.86,203.37,211.57,230.92,212.3,221.3
116.25,8.6,344.49,247.48,203,222.84,231.99,215.5,222.86,242.4,227.69,252.4
117.75,8.6,326.14,200.48,162.88,176.28,187.44,172.28,178.72,192.4,184.67,209.98
119.25,8.6,235.03,138.12,115.88,123.53,129.9,118.71,124.89,132.69,129.66,145.54
120.75,8.6,155.95,93.98,82.34,87.39,89.21,80.39,86.67,91.59,89.84,97.38
122.25,8.6,110.43,70.85,64.28,69.1,67.99,60.96,66.47,69.97,68.54,71.68
123.75,8.6,89.38,61.53,56.82,63.13,59.93,53.86,58.49,61.62,59.74,61.25
125.25,8.6,81.94,60.1,56.51,65.3,59.7,54.51,57.59,61.13,59.08,59.47
126.75,8.6,81.14,62.6,59.67,70.91,63.34,58.61,60.21,64.47,62.41,61.79
128.25,8.6,83.89,67.11,64.93,77.26,68.6,64.11,64.58,69.81,67.93,66.8
129.75,8.6,88.73,73.52,71.78,82.76,75.24,70.74,70.21,76.14,74.75,73.79
131.25,8.6,94.5,81.11,79.32,86.99,82.72,77.45,76.61,83.34,81.82,82.16
132.75,8.6,100.42,88.05,86.27,90.49,89.59,83.2,82.65,88.32,88.16,89.87
134.25,8.6,103.7,92.26,90.57,92.52,94.11,85.98,87.02,89.71,92.5,94.85
135.75,8.6,102.06,92.25,90.76,92.86,94.78,86.21,88.39,87.73,93.11,96.28
137.25,8.6,95.31,88.37,86.2,90.26,91.43,83.48,85.99,83.53,88.24,92.86
138.75,8.6,88.5,84.35,82.38,88.35,87.45,81.7,82.86,80.77,83.88,88.82
140.25,8.6,84.92,82.96,81.62,89.09,85.88,82.53,81.89,81.67,82.83,87.11
141.75,8.6,83.88,83.27,82.61,90.98,85.63,84.31,82.4,83.7,83.7,87.34
143.25,8.6,83.02,83.6,83.52,91.93,84.95,85,83.06,84.55,84.61,87.84
144.75,8.6,81.08,83.59,84.1,91.41,83.94,84.81,83.63,85,85.14,88.01
146.25,8.6,77.89,83.18,83.99,88.85,82.87,84.2,83.88,84.28,84.64,87.11
147.75,8.6,74.49,82.88,84.14,85.64,82.16,83.53,83.91,84.64,83.88,85.45
149.25,8.6,73.94,84.38,86.31,85.64,83.51,85.61,85.24,87.04,85.09,85.68
150.75,8.6,78.07,89.07,91.37,90.62,88.38,90.82,89.37,92.76,89.6,89.8
152.25,8.6,87.47,97.14,100.45,101.43,96.93,98.89,96.78,102.82,98.52,98.57
153.75,8.6,102.54,109.76,114.2,117.81,110.29,111.16,108.95,117.44,112.51,112.66
155.25,8.6,120.15,125.7,130.96,136.12,127.15,126.09,124.65,133.11,129.94,130.76
156.75,8.6,135.97,142.89,148.58,151.76,145.12,141.33,141.82,147.42,148.34,149.23
158.25,8.6,139.69,150.1,154.72,154.03,152.45,146.3,149.09,152.35,154.98,155.29
159.75,8.6,128.68,146.45,147.69,139.44,147.59,141.2,145.25,142.79,148.58,147.62
21.75,10.13,213.8,202.41,357.59,464.31,367.77,249.53,468.91,194.33,265.33,398.02
23.25,10.13,200.29,239.93,426.82,479.32,379.09,318.65,505.42,249.58,329.51,415.89
24.75,10.13,179.93,251.83,450.95,459.95,363.12,334.74,493.4,273.98,346.89,429.8
26.25,10.13,149.07,237.26,432.08,401.43,315.94,304.96,433.26,276.46,323.1,424.71
27.75,10.13,108.64,203.52,372.78,314.42,246.09,250.1,339.48,259.74,272.67,379.02
29.25,10.13,75.18,161.65,295.3,236.69,186.19,190.81,247.94,228.7,223.63,303.47
30.75,10.13,55.62,128.11,229.1,186.21,153.5,152.05,175.73,191.41,186.72,233.11
32.25,10.13,45.59,106.26,176.89,152.42,130.55,135.13,128.66,154.27,163.06,175.19
33.75,10.13,41.3,92.63,135.81,129.75,115.15,118.46,101.36,126.62,145.86,126.76
35.25,10.13,40.49,84.8,109.27,112.18,103.32,106.45,83.82,112.29,127.88,93.29
36.75,10.13,42.22,78.84,94.36,96.58,90.07,99.46,74.8,104.92,121.65,73.52
38.25,10.13,46.17,73.51,90.17,87.61,83.21,94.98,72.31,107.59,121.37,62.24
39.75,10.13,53.84,75.31,99.21,85.5,83.09,100.92,73.77,122.37,129.3,62.05
41.25,10.13,66.3,85.73,127.87,92.16,93.75,112.25,81.25,150.15,153.08,70.72
42.75,10.13,82.57,108.76,177.39,110.32,121.18,129.63,96.1,175.21,190.12,87.06
44.25,10.13,96.31,144.44,222.71,141.08,166.25,155.39,117.11,197.23,217.45,109.26
45.75,10.13,98.95,186.95,245.97,165.85,216.64,189.36,141.52,209.93,207.36,137.41
47.25,10.13,90.36,216.24,244,152.48,211.24,221.78,165.79,204.9,180.82,164.89
48.75,10.13,78.42,198.09,228.89,139.23,184.09,213.85,184.32,187.47,159.77,162.11
50.25,10.13,69.66,166.61,198.37,136.46,158.41,189.7,171.79,176.46,151.67,146.5
51.75,10.13,69.81,147.4,189.44,144.2,151.26,173.7,164.51,157.44,153.4,131.57
53.25,10.13,83.57,151.88,198.76,165.51,164.64,180.39,181.06,155.64,186.97,130.68
54.75,10.13,122.8,189.08,242,227.09,222.63,222.36,234.06,183.98,246.97,153.27
56.25,10.13,209.8,267.93,320.42,329.55,317.94,312.27,325.85,245.95,344.08,212.54
57.75,10.13,331.18,342.41,398.19,451.74,406.71,378.44,412.93,321.35,455.58,271.63
59.25,10.13,356.76,315.05,370.97,469.99,382.26,334.35,361.2,340.33,464.09,259.12
60.75,10.13,231.06,191.82,220.17,292.24,233.29,200.57,200.35,245.12,292.46,172.06
62.25,10.13,101.76,89.5,94.65,119.54,102.76,90.2,82.06,120.6,124.91,88.25
63.75,10.13,35.71,38.68,36.5,40.65,41.09,36.89,31.88,48.09,47.34,39.94
65.25,10.13,12.21,17.34,15.18,14.44,17.71,16.26,13.83,19,18.97,16.78
66.75,10.13,6.48,9.88,8.35,6.94,9.64,9.05,8.2,9.27,9.73,8.61
68.25,10.13,7.85,8.85,7.73,5.91,8.34,7.78,8.17,7.46,8.53,7.2
69.75,10.13,19.24,13.67,12.42,10.18,13.05,11.77,13.28,10.89,13.19,10.99
71.25,10.13,59.87,28.66,26.18,25.45,27.18,24.47,27.72,22.85,27.55,23.71
72.75,10.13,169.45,62.55,58.36,67.27,59.14,53.78,59.95,52.43,60.35,53.38
74.25,10.13,372.07,127.48,123.62,160.57,121.17,112.19,121,113.33,125.21,111.4
75.75,10.13,612.22,233.41,236.29,331.29,226.43,212.04,220.81,216.18,235.98,207.51
77.25,10.13,729.1,355.3,369.56,529.83,354.43,329.13,336.54,334.65,367.84,321.95
78.75,10.13,713.35,464.58,483.48,677.95,474.1,427.6,438.74,440.3,481.9,432.99
80.25,10.13,628.64,527.51,535.64,710.64,542.89,473.99,493.24,500.51,535.38,514.44
81.75,10.13,527.8,530.86,519.02,637.93,542.92,461.99,488.35,510.04,519.95,544.19
83.25,10.13,435.93,487.09,459.51,520.21,489.6,417.79,440.23,472.55,461.75,518.22
84.75,10.13,360.67,420.37,385.22,404.92,412.81,361.83,376.1,406.2,388.58,451.92
86.25,10.13,309.98,359.53,329.69,324.63,345.04,320.74,325.19,342.33,331.02,383.14
87.75,10.13,278.59,319.99,298.31,277.07,302.45,300.29,298.38,297.29,293.28,332.03
89.25,10.13,257.8,292.17,278.26,248.93,274.41,291.94,283.09,268.86,267.82,298.7
90.75,10.13,241.52,269.96,261.86,230,254.27,285.84,270.36,250.9,247.58,274.78
92.25,10.13,224.56,247.89,243.81,216.96,234.79,274.4,252.8,233.19,230.17,252.62
93.75,10.13,205.25,222.1,219.46,205.86,213.09,251.01,227.85,209.21,210.75,226.14
95.25,10.13,185.45,192.09,190.79,194.22,187.68,216.31,197.5,179.59,187.2,194.42
96.75,10.13,167.15,160.75,160.07,178.46,160.29,177.52,165.92,150.34,160.29,160.33
98.25,10.13,149.77,131.52,131.86,155.3,133.97,142.53,136.24,123.56,133.24,128.86
99.75,10.13,130.14,105.81,106.8,125.21,109.04,114.24,109.41,99.74,108.17,102.68
101.25,10.13,104.26,82.15,83.03,91.25,84.74,89.24,84.32,77.92,83.69,80.57
102.75,10.13,72.89,58.88,59.36,59.52,60.14,64.56,59.97,56.44,59.27,59.36
104.25,10.13,43.63,37.4,37.92,35.62,37.82,41.57,38.15,36.71,37.56,39.39
105.75,10.13,23.49,21.92,22.81,21.36,22.22,24.7,22.72,22.58,22.46,24.21
107.25,10.13,13.69,14.58,15.9,15.61,15.06,16.49,15.53,16.11,15.54,16.56
108.75,10.13,11.58,14.85,16.89,17.33,15.65,16.59,16.17,17.51,16.35,16.75
110.25,10.13,16.98,25.35,28.92,30.06,26.77,27.7,27.59,30.74,27.99,27.78
111.75,10.13,37.65,57.04,62.24,64.7,59.19,60.1,60.42,68.4,61.23,60.57
113.25,10.13,94.42,124.21,124.18,130.52,124.63,123.89,124.88,142.33,126.49,129.11
114.75,10.13,209.25,214.55,193.06,206.83,207.11,201.25,201.94,229.98,205.47,221.89
116.25,10.13,339.62,264.37,219.5,239.15,248.15,236.64,236.65,266.78,242.64,277.52
117.75,10.13,376.62,235.89,189.6,209.28,218.55,205.26,206.84,230.07,213.66,251.89
119.25,10.13,310.64,172.2,139.26,155.76,159.27,147.24,151.06,166.09,157.1,184.59
120.75,10.13,221.69,117.56,97.25,111.06,109.33,98.93,104.1,114.08,108.76,124.57
122.25,10.13,156.46,83.49,70.71,83.53,78.45,69.82,74.83,81.95,78.36,87.01
123.75,10.13,118.85,65.34,56.18,69.62,62.3,54.86,59.22,65.04,61.97,67.29
125.25,10.13,99.86,57.04,49.79,64.82,55.38,48.83,52.1,57.63,54.9,58.45
126.75,10.13,91.63,54.74,48.38,64.96,54.07,47.89,50.19,55.9,53.44,55.87
128.25,10.13,89.13,56.07,50.35,67.2,56.02,49.91,51.49,57.64,55.51,57.28
129.75,10.13,89.26,59.9,54.54,69.41,60.11,53.85,54.81,61.21,59.59,61.09
131.25,10.13,90.03,64.93,59.75,70.6,65.19,58.45,59.12,65.72,64.22,66.16
132.75,10.13,90.52,69.76,65.01,70.98,70.03,62.85,63.42,69.28,68.54,70.96
134.25,10.13,89.33,72.79,68.76,70.46,73.23,65.69,66.57,70.37,71.49,73.97
135.75,10.13,86.04,73.17,70.06,69.61,74.05,66.74,67.86,69.29,72.2,74.93
137.25,10.13,81.13,71.39,68.67,68.36,72.74,65.88,67.13,67.07,69.97,73.46
138.75,10.13,76.14,68.45,66.33,67.53,70.05,64.42,65.01,64.87,67.06,70.83
140.25,10.13,72.29,65.72,64.19,67.64,67.38,63.12,62.82,63.69,64.86,68.39
141.75,10.13,69.65,63.74,62.71,68.32,65.17,62.03,61.14,63.14,63.51,66.87
143.25,10.13,67.25,62.62,62.04,68.92,63.45,61.15,60.27,62.84,62.93,66.21
144.75,10.13,64.64,62.53,62.47,69.37,62.73,61.05,60.49,63.43,63.28,66.44
146.25,10.13,62.08,63.45,63.8,69.52,63.19,61.93,61.81,64.62,64.26,67.24
147.75,10.13,60.24,65.26,66.13,69.88,64.71,63.65,63.9,67.06,65.9,68.42
149.25,10.13,60.79,68.67,70.28,72.35,68.03,67.48,67.39,71.18,69.23,71.16
150.75,10.13,64.86,75.04,77.33,78.5,74.57,74.29,73.56,78.37,75.58,77.1
152.25,10.13,71.82,83.79,87.06,87.89,83.61,83.21,81.94,88.27,84.77,85.96
153.75,10.13,79.6,92.32,96.29,97.28,92.45,91.61,90.18,97.56,93.82,94.77
155.25,10.13,88.32,103.2,107.6,107.08,103.57,102.09,100.72,107.53,105.07,105.9
156.75,10.13,97.66,120.28,124.6,116.63,120.33,118.49,117.1,120.1,121.72,121.84
26.25,11.82,91.5,209.32,375.61,394.67,299.65,264.2,401.27,240.76,263.03,360.33
